title_2023,code,type,employment_base_2023,employment_proj_2023,share_base_2023,share_proj_2023,change_numeric_2023,change_percent_2023,self_employed_2023,openings_2023,median_wage_2023,base_year_2023,projection_year_2023,title_2024,employment_base_2024,employment_proj_2024,share_base_2024,share_proj_2024,change_numeric_2024,change_percent_2024,self_employed_2024,openings_2024,median_wage_2024,base_year_2024,projection_year_2024,_merge,employment_base_delta,employment_proj_delta,share_base_delta,share_proj_delta,change_numeric_delta,change_percent_delta,self_employed_delta,openings_delta,median_wage_delta
Database administrators,15-1242,Line item,80.5,87.1,0.0,0.0,6.6,8.2,0.3,5.3,101510.0,2023,2033,Database administrators,78.0,77.5,0.0,0.0,-0.5,-0.7,1.2,3.8,104620.0,2024,2034,both,-2.5,-9.599999999999994,0.0,0.0,-7.1,-8.899999999999999,0.8999999999999999,-1.5,3110.0
Database architects,15-1243,Line item,61.4,68.0,0.0,0.0,6.6,10.8,0.3,4.2,134700.0,2023,2033,Database architects,66.9,72.7,0.0,0.0,5.8,8.7,1.4,4.0,135980.0,2024,2034,both,5.500000000000007,4.700000000000003,0.0,0.0,-0.7999999999999998,-2.1000000000000014,1.0999999999999999,-0.20000000000000018,1280.0
Network and computer systems administrators,15-1244,Line item,335.4,326.6,0.2,0.2,-8.8,-2.6,,16.4,95360.0,2023,2033,Network and computer systems administrators,331.5,317.7,0.2,0.2,-13.8,-4.2,0.3,14.3,96800.0,2024,2034,both,-3.8999999999999773,-8.900000000000034,0.0,0.0,-5.0,-1.6,,-2.099999999999998,1440.0
Computer programmers,15-1251,Line item,139.4,126.0,0.1,0.1,-13.4,-9.6,11.2,6.4,99700.0,2023,2033,Computer programmers,121.2,113.9,0.1,0.1,-7.2,-6.0,6.2,5.5,98670.0,2024,2034,both,-18.200000000000003,-12.099999999999994,0.0,0.0,6.2,3.5999999999999996,-4.999999999999999,-0.9000000000000004,-1030.0
Software developers,15-1252,Line item,1692.1,1995.7,1.0,1.1,303.7,17.9,1.1,125.1,132270.0,2023,2033,Software developers,1693.8,1961.4,1.0,1.1,267.7,15.8,1.6,115.2,133080.0,2024,2034,both,1.7000000000000455,-34.299999999999955,0.0,0.0,-36.0,-2.099999999999998,0.5,-9.899999999999991,810.0
Software quality assurance analysts and testers,15-1253,Line item,205.0,229.2,0.1,0.1,24.2,11.8,,15.0,101800.0,2023,2033,Software quality assurance analysts and testers,201.7,221.9,0.1,0.1,20.2,10.0,0.1,14.0,102610.0,2024,2034,both,-3.3000000000000114,-7.299999999999983,0.0,0.0,-4.0,-1.8000000000000007,,-1.0,810.0
Web developers,15-1254,Line item,94.1,102.5,0.1,0.1,8.5,9.0,6.4,6.6,84960.0,2023,2033,Web developers,86.0,92.5,0.1,0.1,6.5,7.5,5.3,5.4,90930.0,2024,2034,both,-8.099999999999994,-10.0,0.0,0.0,-2.0,-1.5,-1.1000000000000005,-1.1999999999999993,5970.0
Web and digital interface designers,15-1255,Line item,128.6,138.8,0.1,0.1,10.2,7.9,10.0,9.9,98540.0,2023,2033,Web and digital interface designers,128.9,137.9,0.1,0.1,9.0,7.0,10.1,9.1,98090.0,2024,2034,both,0.30000000000001137,-0.9000000000000057,0.0,0.0,-1.1999999999999993,-0.9000000000000004,0.09999999999999964,-0.8000000000000007,-450.0
"Computer occupations, all other",15-1299,Line item,470.9,522.0,0.3,0.3,51.1,10.8,3.9,34.8,104920.0,2023,2033,"Computer occupations, all other",472.0,510.5,0.3,0.3,38.5,8.2,3.9,31.3,108970.0,2024,2034,both,1.1000000000000227,-11.5,0.0,0.0,-12.600000000000001,-2.6000000000000014,0.0,-3.4999999999999964,4050.0
Actuaries,15-2011,Line item,30.2,36.8,0.0,0.0,6.6,21.8,,2.2,120000.0,2023,2033,Actuaries,33.6,40.9,0.0,0.0,7.3,21.8,,2.4,125770.0,2024,2034,both,3.400000000000002,4.100000000000001,0.0,0.0,0.7000000000000002,0.0,,0.19999999999999973,5770.0
Mathematicians,15-2021,Line item,2.5,2.5,0.0,0.0,0.1,3.7,,0.2,116440.0,2023,2033,Mathematicians,2.4,2.4,0.0,0.0,0.0,-0.7,,0.1,121680.0,2024,2034,both,-0.10000000000000009,-0.10000000000000009,0.0,0.0,-0.1,-4.4,,-0.1,5240.0
Operations research analysts,15-2031,Line item,123.3,151.6,0.1,0.1,28.3,23.0,,11.3,83640.0,2023,2033,Operations research analysts,112.1,136.2,0.1,0.1,24.1,21.5,,9.6,91290.0,2024,2034,both,-11.200000000000003,-15.400000000000006,0.0,0.0,-4.199999999999999,-1.5,,-1.700000000000001,7650.0
Statisticians,15-2041,Line item,32.4,36.2,0.0,0.0,3.8,11.8,1.3,2.3,104110.0,2023,2033,Statisticians,32.2,34.9,0.0,0.0,2.7,8.5,1.3,2.0,103300.0,2024,2034,both,-0.19999999999999574,-1.3000000000000043,0.0,0.0,-1.0999999999999996,-3.3000000000000007,0.0,-0.2999999999999998,-810.0
Data scientists,15-2051,Line item,202.9,276.0,0.1,0.2,73.1,36.0,1.8,20.8,108020.0,2023,2033,Data scientists,245.9,328.3,0.1,0.2,82.5,33.5,1.8,23.4,112590.0,2024,2034,both,43.0,52.30000000000001,0.0,0.0,9.400000000000006,-2.5,0.0,2.599999999999998,4570.0
"Mathematical science occupations, all other",15-2099,Line item,4.6,4.9,0.0,0.0,0.3,6.9,1.3,0.3,70620.0,2023,2033,"Mathematical science occupations, all other",5.0,5.2,0.0,0.0,0.2,4.0,1.4,0.3,71490.0,2024,2034,both,0.40000000000000036,0.2999999999999998,0.0,0.0,-0.09999999999999998,-2.9000000000000004,0.09999999999999987,0.0,870.0
"Architects, except landscape and naval",17-1011,Line item,127.3,137.2,0.1,0.1,9.9,7.8,12.5,8.5,93310.0,2023,2033,"Architects, except landscape and naval",123.6,128.4,0.1,0.1,4.8,3.9,10.5,7.8,96690.0,2024,2034,both,-3.700000000000003,-8.799999999999983,0.0,0.0,-5.1000000000000005,-3.9,-2.0,-0.7000000000000002,3380.0
Landscape architects,17-1012,Line item,24.7,25.8,0.0,0.0,1.2,4.7,17.8,2.1,79320.0,2023,2033,Landscape architects,21.8,22.6,0.0,0.0,0.8,3.5,10.4,1.7,79660.0,2024,2034,both,-2.8999999999999986,-3.1999999999999993,0.0,0.0,-0.3999999999999999,-1.2000000000000002,-7.4,-0.40000000000000013,340.0
Cartographers and photogrammetrists,17-1021,Line item,12.9,13.7,0.0,0.0,0.8,6.3,1.8,1.0,76210.0,2023,2033,Cartographers and photogrammetrists,13.4,14.3,0.0,0.0,0.9,6.4,2.3,1.0,78380.0,2024,2034,both,0.5,0.6000000000000014,0.0,0.0,0.09999999999999998,0.10000000000000053,0.4999999999999998,0.0,2170.0
Surveyors,17-1022,Line item,52.6,55.7,0.0,0.0,3.1,5.9,3.1,4.0,68540.0,2023,2033,Surveyors,56.1,58.6,0.0,0.0,2.5,4.4,4.3,3.9,72740.0,2024,2034,both,3.5,2.8999999999999986,0.0,0.0,-0.6000000000000001,-1.5,1.1999999999999997,-0.10000000000000009,4200.0
Aerospace engineers,17-2011,Line item,68.9,73.0,0.0,0.0,4.1,6.0,,4.2,130720.0,2023,2033,Aerospace engineers,71.6,75.9,0.0,0.0,4.4,6.1,2.6,4.5,134830.0,2024,2034,both,2.6999999999999886,2.9000000000000057,0.0,0.0,0.3000000000000007,0.09999999999999964,,0.2999999999999998,4110.0
Agricultural engineers,17-2021,Line item,1.9,2.0,0.0,0.0,0.1,7.8,,0.1,88750.0,2023,2033,Agricultural engineers,1.7,1.8,0.0,0.0,0.1,5.9,,0.1,84630.0,2024,2034,both,-0.19999999999999996,-0.19999999999999996,0.0,0.0,0.0,-1.8999999999999995,,0.0,-4120.0
Bioengineers and biomedical engineers,17-2031,Line item,19.7,21.2,0.0,0.0,1.5,7.4,0.3,1.4,100730.0,2023,2033,Bioengineers and biomedical engineers,22.2,23.3,0.0,0.0,1.1,5.2,0.2,1.3,106950.0,2024,2034,both,2.5,2.1000000000000014,0.0,0.0,-0.3999999999999999,-2.2,-0.09999999999999998,-0.09999999999999987,6220.0
Chemical engineers,17-2041,Line item,21.4,23.5,0.0,0.0,2.1,9.8,,1.4,112100.0,2023,2033,Chemical engineers,21.6,22.1,0.0,0.0,0.6,2.6,5.1,1.1,121860.0,2024,2034,both,0.20000000000000284,-1.3999999999999986,0.0,0.0,-1.5,-7.200000000000001,,-0.2999999999999998,9760.0
Civil engineers,17-2051,Line item,341.8,363.9,0.2,0.2,22.1,6.5,2.1,22.9,95890.0,2023,2033,Civil engineers,368.9,387.5,0.2,0.2,18.5,5.0,1.3,23.6,99590.0,2024,2034,both,27.099999999999966,23.600000000000023,0.0,0.0,-3.6000000000000014,-1.5,-0.8,0.7000000000000028,3700.0
Computer hardware engineers,17-2061,Line item,84.1,90.2,0.1,0.1,6.1,7.2,0.8,5.0,138080.0,2023,2033,Computer hardware engineers,76.8,82.4,0.0,0.0,5.6,7.3,1.1,4.7,155020.0,2024,2034,both,-7.299999999999997,-7.799999999999997,-0.1,-0.1,-0.5,0.09999999999999964,0.30000000000000004,-0.2999999999999998,16940.0
Electrical engineers,17-2071,Line item,189.1,206.3,0.1,0.1,17.2,9.1,0.8,12.5,106950.0,2023,2033,Electrical engineers,192.0,205.7,0.1,0.1,13.8,7.2,1.0,11.7,111910.0,2024,2034,both,2.9000000000000057,-0.6000000000000227,0.0,0.0,-3.3999999999999986,-1.8999999999999995,0.19999999999999996,-0.8000000000000007,4960.0
"Electronics engineers, except computer",17-2072,Line item,98.7,107.6,0.1,0.1,8.9,9.1,0.7,6.5,119200.0,2023,2033,"Electronics engineers, except computer",95.9,101.8,0.1,0.1,6.0,6.2,0.9,5.7,127590.0,2024,2034,both,-2.799999999999997,-5.799999999999997,0.0,0.0,-2.9000000000000004,-2.8999999999999995,0.20000000000000007,-0.7999999999999998,8390.0
Environmental engineers,17-2081,Line item,41.3,44.2,0.0,0.0,2.9,6.9,0.9,3.0,100090.0,2023,2033,Environmental engineers,39.4,41.0,0.0,0.0,1.5,3.9,1.0,3.0,104170.0,2024,2034,both,-1.8999999999999986,-3.200000000000003,0.0,0.0,-1.4,-3.0000000000000004,0.09999999999999998,0.0,4080.0
"Health and safety engineers, except mining safety engineers and inspectors",17-2111,Line item,23.1,24.3,0.0,0.0,1.2,5.1,0.4,1.5,103690.0,2023,2033,"Health and safety engineers, except mining safety engineers and inspectors",23.8,24.9,0.0,0.0,1.1,4.4,,1.5,109660.0,2024,2034,both,0.6999999999999993,0.5999999999999979,0.0,0.0,-0.09999999999999987,-0.6999999999999993,,0.0,5970.0
Industrial engineers,17-2112,Line item,336.6,377.5,0.2,0.2,40.9,12.2,0.4,25.2,99380.0,2023,2033,Industrial engineers,351.1,389.6,0.2,0.2,38.5,11.0,0.2,25.2,101140.0,2024,2034,both,14.5,12.100000000000023,0.0,0.0,-2.3999999999999986,-1.1999999999999993,-0.2,0.0,1760.0
Marine engineers and naval architects,17-2121,Line item,10.1,11.0,0.0,0.0,0.8,8.0,,0.9,100270.0,2023,2033,Marine engineers and naval architects,8.5,9.0,0.0,0.0,0.5,5.8,,0.6,105670.0,2024,2034,both,-1.5999999999999996,-2.0,0.0,0.0,-0.30000000000000004,-2.2,,-0.30000000000000004,5400.0
Materials engineers,17-2131,Line item,25.0,26.9,0.0,0.0,1.8,7.4,,1.7,104100.0,2023,2033,Materials engineers,23.0,24.3,0.0,0.0,1.3,5.7,,1.5,108310.0,2024,2034,both,-2.0,-2.599999999999998,0.0,0.0,-0.5,-1.7000000000000002,,-0.19999999999999996,4210.0
Mechanical engineers,17-2141,Line item,291.9,323.9,0.2,0.2,32.1,11.0,1.6,19.8,99510.0,2023,2033,Mechanical engineers,293.1,319.6,0.2,0.2,26.5,9.1,1.2,18.1,102320.0,2024,2034,both,1.2000000000000455,-4.2999999999999545,0.0,0.0,-5.600000000000001,-1.9000000000000004,-0.40000000000000013,-1.6999999999999993,2810.0
"Mining and geological engineers, including mining safety engineers",17-2151,Line item,7.1,7.3,0.0,0.0,0.1,2.0,,0.4,100640.0,2023,2033,"Mining and geological engineers, including mining safety engineers",7.0,7.0,0.0,0.0,0.0,0.7,1.7,0.4,101020.0,2024,2034,both,-0.09999999999999964,-0.2999999999999998,0.0,0.0,-0.1,-1.3,,0.0,380.0
Nuclear engineers,17-2161,Line item,13.4,13.3,0.0,0.0,-0.1,-0.8,3.4,0.7,125460.0,2023,2033,Nuclear engineers,15.4,15.3,0.0,0.0,-0.2,-1.1,2.4,0.8,127520.0,2024,2034,both,2.0,2.0,0.0,0.0,-0.1,-0.30000000000000004,-1.0,0.10000000000000009,2060.0
Petroleum engineers,17-2171,Line item,20.8,21.3,0.0,0.0,0.5,2.4,,1.2,135690.0,2023,2033,Petroleum engineers,19.6,19.8,0.0,0.0,0.2,1.3,1.7,1.2,141280.0,2024,2034,both,-1.1999999999999993,-1.5,0.0,0.0,-0.3,-1.0999999999999999,,0.0,5590.0
"Engineers, all other",17-2199,Line item,161.1,169.2,0.1,0.1,8.0,5.0,3.1,10.1,111970.0,2023,2033,"Engineers, all other",158.8,162.1,0.1,0.1,3.3,2.1,2.1,9.3,117750.0,2024,2034,both,-2.299999999999983,-7.099999999999994,0.0,0.0,-4.7,-2.9,-1.0,-0.7999999999999989,5780.0
Architectural and civil drafters,17-3011,Line item,112.3,113.6,0.1,0.1,1.3,1.1,1.0,9.2,61820.0,2023,2033,Architectural and civil drafters,110.5,115.1,0.1,0.1,4.6,4.1,0.7,10.0,64280.0,2024,2034,both,-1.7999999999999972,1.5,0.0,0.0,3.3,2.9999999999999996,-0.30000000000000004,0.8000000000000007,2460.0
Electrical and electronics drafters,17-3012,Line item,23.2,24.2,0.0,0.0,1.0,4.1,10.1,2.2,69260.0,2023,2033,Electrical and electronics drafters,21.6,20.4,0.0,0.0,-1.2,-5.6,6.6,1.7,73720.0,2024,2034,both,-1.5999999999999979,-3.8000000000000007,0.0,0.0,-2.2,-9.7,-3.5,-0.5000000000000002,4460.0
Mechanical drafters,17-3013,Line item,50.4,47.9,0.0,0.0,-2.5,-4.9,10.2,4.0,64060.0,2023,2033,Mechanical drafters,42.9,40.1,0.0,0.0,-2.8,-6.5,6.6,3.3,68510.0,2024,2034,both,-7.5,-7.799999999999997,0.0,0.0,-0.2999999999999998,-1.5999999999999996,-3.5999999999999996,-0.7000000000000002,4450.0
"Drafters, all other",17-3019,Line item,18.5,17.4,0.0,0.0,-1.1,-5.7,10.1,1.5,59260.0,2023,2033,"Drafters, all other",17.1,15.9,0.0,0.0,-1.2,-6.9,6.5,1.3,62010.0,2024,2034,both,-1.3999999999999986,-1.4999999999999982,0.0,0.0,-0.09999999999999987,-1.2000000000000002,-3.5999999999999996,-0.19999999999999996,2750.0
Aerospace engineering and operations technologists and technicians,17-3021,Line item,11.0,11.9,0.0,0.0,0.9,7.9,1.2,1.1,77830.0,2023,2033,Aerospace engineering and operations technologists and technicians,9.3,10.1,0.0,0.0,0.8,8.1,1.4,0.9,79830.0,2024,2034,both,-1.6999999999999993,-1.8000000000000007,0.0,0.0,-0.09999999999999998,0.1999999999999993,0.19999999999999996,-0.20000000000000007,2000.0
Civil engineering technologists and technicians,17-3022,Line item,66.0,67.1,0.0,0.0,1.2,1.8,0.7,5.7,60700.0,2023,2033,Civil engineering technologists and technicians,64.9,66.2,0.0,0.0,1.4,2.1,0.8,5.5,64200.0,2024,2034,both,-1.0999999999999943,-0.8999999999999915,0.0,0.0,0.19999999999999996,0.30000000000000004,0.10000000000000009,-0.20000000000000018,3500.0
Electrical and electronic engineering technologists and technicians,17-3023,Line item,99.6,102.6,0.1,0.1,3.0,3.0,0.6,9.5,72800.0,2023,2033,Electrical and electronic engineering technologists and technicians,93.7,94.3,0.1,0.1,0.6,0.6,0.1,8.4,77180.0,2024,2034,both,-5.8999999999999915,-8.299999999999997,0.0,0.0,-2.4,-2.4,-0.5,-1.0999999999999996,4380.0
Electro-mechanical and mechatronics technologists and technicians,17-3024,Line item,15.8,15.6,0.0,0.0,-0.2,-1.2,1.2,1.3,65080.0,2023,2033,Electro-mechanical and mechatronics technologists and technicians,15.0,15.1,0.0,0.0,0.2,1.1,1.5,1.3,70760.0,2024,2034,both,-0.8000000000000007,-0.5,0.0,0.0,0.4,2.3,0.30000000000000004,0.0,5680.0
Environmental engineering technologists and technicians,17-3025,Line item,14.2,14.5,0.0,0.0,0.3,2.3,1.0,1.2,54000.0,2023,2033,Environmental engineering technologists and technicians,12.9,13.0,0.0,0.0,0.1,1.2,1.2,1.1,58890.0,2024,2034,both,-1.299999999999999,-1.5,0.0,0.0,-0.19999999999999998,-1.0999999999999999,0.19999999999999996,-0.09999999999999987,4890.0
Industrial engineering technologists and technicians,17-3026,Line item,74.5,77.6,0.0,0.0,3.0,4.1,1.2,6.7,62610.0,2023,2033,Industrial engineering technologists and technicians,74.6,75.9,0.0,0.0,1.3,1.7,1.5,6.3,64790.0,2024,2034,both,0.09999999999999432,-1.6999999999999886,0.0,0.0,-1.7,-2.3999999999999995,0.30000000000000004,-0.40000000000000036,2180.0
Mechanical engineering technologists and technicians,17-3027,Line item,39.9,40.7,0.0,0.0,0.8,1.9,1.2,3.5,64020.0,2023,2033,Mechanical engineering technologists and technicians,38.3,38.3,0.0,0.0,0.0,0.0,1.5,3.2,68730.0,2024,2034,both,-1.6000000000000014,-2.4000000000000057,0.0,0.0,-0.8,-1.9,0.30000000000000004,-0.2999999999999998,4710.0
Calibration technologists and technicians,17-3028,Line item,13.8,14.5,0.0,0.0,0.8,5.5,1.2,1.3,62790.0,2023,2033,Calibration technologists and technicians,15.8,16.5,0.0,0.0,0.7,4.7,1.5,1.4,65040.0,2024,2034,both,2.0,2.0,0.0,0.0,-0.10000000000000009,-0.7999999999999998,0.30000000000000004,0.09999999999999987,2250.0
"Engineering technologists and technicians, except drafters, all other",17-3029,Line item,69.5,72.6,0.0,0.0,3.1,4.4,0.9,6.3,73500.0,2023,2033,"Engineering technologists and technicians, except drafters, all other",67.3,68.3,0.0,0.0,1.0,1.5,1.0,5.7,77390.0,2024,2034,both,-2.200000000000003,-4.299999999999997,0.0,0.0,-2.1,-2.9000000000000004,0.09999999999999998,-0.5999999999999996,3890.0
Surveying and mapping technicians,17-3031,Line item,57.4,60.6,0.0,0.0,3.2,5.6,1.6,7.6,48940.0,2023,2033,Surveying and mapping technicians,59.4,62.1,0.0,0.0,2.7,4.5,3.6,7.6,51940.0,2024,2034,both,2.0,1.5,0.0,0.0,-0.5,-1.0999999999999996,2.0,0.0,3000.0
Animal scientists,19-1011,Line item,2.5,2.7,0.0,0.0,0.2,7.9,,0.2,70140.0,2023,2033,Animal scientists,2.8,2.9,0.0,0.0,0.2,5.8,2.3,0.2,79120.0,2024,2034,both,0.2999999999999998,0.19999999999999973,0.0,0.0,0.0,-2.1000000000000005,,0.0,8980.0
Food scientists and technologists,19-1012,Line item,14.5,15.7,0.0,0.0,1.3,8.9,,1.2,82090.0,2023,2033,Food scientists and technologists,15.2,16.2,0.0,0.0,1.0,6.5,3.3,1.2,85310.0,2024,2034,both,0.6999999999999993,0.5,0.0,0.0,-0.30000000000000004,-2.4000000000000004,,0.0,3220.0
Soil and plant scientists,19-1013,Line item,20.3,21.7,0.0,0.0,1.5,7.2,,1.7,68240.0,2023,2033,Soil and plant scientists,20.7,21.8,0.0,0.0,1.1,5.4,2.0,1.7,71410.0,2024,2034,both,0.3999999999999986,0.10000000000000142,0.0,0.0,-0.3999999999999999,-1.7999999999999998,,0.0,3170.0
Biochemists and biophysicists,19-1021,Line item,35.7,39.0,0.0,0.0,3.2,9.0,2.2,3.1,107460.0,2023,2033,Biochemists and biophysicists,35.6,37.6,0.0,0.0,2.1,5.8,1.7,2.9,103650.0,2024,2034,both,-0.10000000000000142,-1.3999999999999986,0.0,0.0,-1.1,-3.2,-0.5000000000000002,-0.20000000000000018,-3810.0
Microbiologists,19-1022,Line item,23.2,24.8,0.0,0.0,1.6,6.7,1.8,1.9,85470.0,2023,2033,Microbiologists,20.7,21.6,0.0,0.0,0.8,4.1,1.3,1.7,87330.0,2024,2034,both,-2.5,-3.1999999999999993,0.0,0.0,-0.8,-2.6000000000000005,-0.5,-0.19999999999999996,1860.0
Zoologists and wildlife biologists,19-1023,Line item,18.8,19.6,0.0,0.0,0.8,4.4,0.6,1.5,70600.0,2023,2033,Zoologists and wildlife biologists,18.2,18.5,0.0,0.0,0.3,1.6,0.5,1.4,72860.0,2024,2034,both,-0.6000000000000014,-1.1000000000000014,0.0,0.0,-0.5,-2.8000000000000003,-0.09999999999999998,-0.10000000000000009,2260.0
"Biological scientists, all other",19-1029,Line item,66.8,70.6,0.0,0.0,3.8,5.6,1.4,5.4,91100.0,2023,2033,"Biological scientists, all other",63.7,64.5,0.0,0.0,0.8,1.2,1.0,4.8,93330.0,2024,2034,both,-3.0999999999999943,-6.099999999999994,0.0,0.0,-3.0,-4.3999999999999995,-0.3999999999999999,-0.6000000000000005,2230.0
Conservation scientists,19-1031,Line item,25.9,27.4,0.0,0.0,1.4,5.6,4.1,2.5,68750.0,2023,2033,Conservation scientists,28.5,29.5,0.0,0.0,1.0,3.4,3.5,2.5,67950.0,2024,2034,both,2.6000000000000014,2.1000000000000014,0.0,0.0,-0.3999999999999999,-2.1999999999999997,-0.5999999999999996,0.0,-800.0
Foresters,19-1032,Line item,15.4,15.9,0.0,0.0,0.5,3.0,3.8,1.4,67330.0,2023,2033,Foresters,13.8,14.0,0.0,0.0,0.2,1.2,3.4,1.1,70660.0,2024,2034,both,-1.5999999999999996,-1.9000000000000004,0.0,0.0,-0.3,-1.8,-0.3999999999999999,-0.2999999999999998,3330.0
Epidemiologists,19-1041,Line item,11.0,13.1,0.0,0.0,2.1,18.8,,0.8,81390.0,2023,2033,Epidemiologists,12.3,14.3,0.0,0.0,2.0,16.2,,0.8,83980.0,2024,2034,both,1.3000000000000007,1.200000000000001,0.0,0.0,-0.10000000000000009,-2.6000000000000014,,0.0,2590.0
"Medical scientists, except epidemiologists",19-1042,Line item,146.6,163.4,0.1,0.1,16.8,11.5,0.9,8.9,100890.0,2023,2033,"Medical scientists, except epidemiologists",165.3,179.6,0.1,0.1,14.3,8.7,0.6,9.6,100590.0,2024,2034,both,18.700000000000017,16.19999999999999,0.0,0.0,-2.5,-2.8000000000000007,-0.30000000000000004,0.6999999999999993,-300.0
"Life scientists, all other",19-1099,Line item,8.0,8.5,0.0,0.0,0.5,6.5,0.8,0.4,86950.0,2023,2033,"Life scientists, all other",7.8,8.1,0.0,0.0,0.3,3.7,,0.4,87800.0,2024,2034,both,-0.20000000000000018,-0.40000000000000036,0.0,0.0,-0.2,-2.8,,0.0,850.0
Astronomers,19-2011,Line item,2.4,2.6,0.0,0.0,0.2,7.4,6.2,0.2,127930.0,2023,2033,Astronomers,1.8,1.8,0.0,0.0,0.0,2.2,5.4,0.1,132170.0,2024,2034,both,-0.5999999999999999,-0.8,0.0,0.0,-0.2,-5.2,-0.7999999999999998,-0.1,4240.0
Physicists,19-2012,Line item,21.1,22.6,0.0,0.0,1.5,7.2,7.0,1.4,155680.0,2023,2033,Physicists,24.6,25.6,0.0,0.0,1.0,4.0,8.7,1.7,166290.0,2024,2034,both,3.5,3.0,0.0,0.0,-0.5,-3.2,1.6999999999999993,0.30000000000000004,10610.0
Atmospheric and space scientists,19-2021,Line item,9.9,10.5,0.0,0.0,0.6,5.6,,0.9,92860.0,2023,2033,Atmospheric and space scientists,9.4,9.5,0.0,0.0,0.1,0.7,,0.7,97450.0,2024,2034,both,-0.5,-1.0,0.0,0.0,-0.5,-4.8999999999999995,,-0.20000000000000007,4590.0
Chemists,19-2031,Line item,87.2,93.8,0.1,0.1,6.6,7.6,,7.1,84680.0,2023,2033,Chemists,86.8,91.0,0.1,0.1,4.3,4.9,1.0,6.3,84150.0,2024,2034,both,-0.4000000000000057,-2.799999999999997,0.0,0.0,-2.3,-2.6999999999999993,,-0.7999999999999998,-530.0
Materials scientists,19-2032,Line item,9.2,10.0,0.0,0.0,0.8,8.7,,0.8,106160.0,2023,2033,Materials scientists,8.7,9.1,0.0,0.0,0.4,4.9,1.1,0.6,104160.0,2024,2034,both,-0.5,-0.9000000000000004,0.0,0.0,-0.4,-3.799999999999999,,-0.20000000000000007,-2000.0
"Environmental scientists and specialists, including health",19-2041,Line item,84.6,90.7,0.1,0.1,6.1,7.3,,8.5,78980.0,2023,2033,"Environmental scientists and specialists, including health",90.3,94.3,0.1,0.1,4.0,4.4,1.5,8.5,80060.0,2024,2034,both,5.700000000000003,3.5999999999999943,0.0,0.0,-2.0999999999999996,-2.8999999999999995,,0.0,1080.0
"Geoscientists, except hydrologists and geographers",19-2042,Line item,26.0,27.4,0.0,0.0,1.4,5.5,,2.2,92580.0,2023,2033,"Geoscientists, except hydrologists and geographers",25.1,26.0,0.0,0.0,0.8,3.2,7.0,2.0,99240.0,2024,2034,both,-0.8999999999999986,-1.3999999999999986,0.0,0.0,-0.5999999999999999,-2.3,,-0.20000000000000018,6660.0
Hydrologists,19-2043,Line item,6.5,6.7,0.0,0.0,0.2,2.8,,0.5,88770.0,2023,2033,Hydrologists,6.3,6.3,0.0,0.0,0.0,-0.1,3.1,0.5,92060.0,2024,2034,both,-0.20000000000000018,-0.40000000000000036,0.0,0.0,-0.2,-2.9,,0.0,3290.0
"Physical scientists, all other",19-2099,Line item,34.1,34.9,0.0,0.0,0.8,2.3,24.7,2.3,112280.0,2023,2033,"Physical scientists, all other",31.9,32.1,0.0,0.0,0.2,0.6,17.5,2.0,117960.0,2024,2034,both,-2.200000000000003,-2.799999999999997,0.0,0.0,-0.6000000000000001,-1.6999999999999997,-7.199999999999999,-0.2999999999999998,5680.0
Economists,19-3011,Line item,17.5,18.4,0.0,0.0,0.9,5.1,0.4,1.0,115730.0,2023,2033,Economists,17.6,17.8,0.0,0.0,0.2,1.2,3.7,0.9,115440.0,2024,2034,both,0.10000000000000142,-0.5999999999999979,0.0,0.0,-0.7,-3.8999999999999995,3.3000000000000003,-0.09999999999999998,-290.0
Survey researchers,19-3022,Line item,9.7,9.7,0.0,0.0,0.0,-0.2,5.8,0.8,60960.0,2023,2033,Survey researchers,8.8,8.3,0.0,0.0,-0.5,-5.2,4.0,0.7,63380.0,2024,2034,both,-0.8999999999999986,-1.3999999999999986,0.0,0.0,-0.5,-5.0,-1.7999999999999998,-0.10000000000000009,2420.0
