year,title,code,type,employment_base,employment_proj,share_base,share_proj,change_numeric,change_percent,self_employed,openings,median_wage
2023,"Educational, guidance, and career counselors and advisors",21-1012,Line item,360.8,377.0,0.2,0.2,16.2,4.5,0.6,29.1,61710.0
2023,Marriage and family therapists,21-1013,Line item,76.0,88.2,0.0,0.1,12.3,16.2,14.1,7.5,58510.0
2023,Rehabilitation counselors,21-1015,Line item,87.6,89.2,0.1,0.1,1.6,1.8,,8.0,44040.0
2023,"Substance abuse, behavioral disorder, and mental health counselors",21-1018,Line item,449.8,534.3,0.3,0.3,84.5,18.8,8.5,48.9,53710.0
2023,"Counselors, all other",21-1019,Line item,65.9,75.4,0.0,0.0,9.5,14.4,43.9,7.4,46130.0
2023,Social workers,21-1020,Summary,751.9,806.6,0.4,0.5,54.7,7.3,1.7,67.3,58380.0
2023,"Child, family, and school social workers",21-1021,Line item,365.9,383.8,0.2,0.2,17.9,4.9,,31.4,53940.0
2023,Healthcare social workers,21-1022,Line item,193.2,211.9,0.1,0.1,18.7,9.7,0.4,18.8,62940.0
2023,Mental health and substance abuse social workers,21-1023,Line item,123.7,138.1,0.1,0.1,14.4,11.6,4.3,11.1,55960.0
2023,"Social workers, all other",21-1029,Line item,69.0,72.8,0.0,0.0,3.8,5.5,10.2,6.1,63770.0
2023,Miscellaneous community and social service specialists,21-1090,Summary,752.9,809.3,0.4,0.5,56.4,7.5,0.5,81.1,46250.0
2023,Health education specialists,21-1091,Line item,62.1,66.4,0.0,0.0,4.3,7.0,0.8,6.7,62860.0
2023,Probation officers and correctional treatment specialists,21-1092,Line item,90.7,94.0,0.1,0.1,3.2,3.6,,7.4,61800.0
2023,Social and human service assistants,21-1093,Line item,433.0,467.4,0.3,0.3,34.4,7.9,0.5,48.4,41410.0
2023,Community health workers,21-1094,Line item,63.4,71.7,0.0,0.0,8.3,13.1,0.9,7.5,48200.0
2023,"Community and social service specialists, all other",21-1099,Line item,103.6,109.8,0.1,0.1,6.1,5.9,0.7,11.1,49690.0
2023,Religious workers,21-2000,Summary,499.9,511.7,0.3,0.3,11.9,2.4,3.5,50.1,54180.0
2023,Clergy,21-2011,Line item,260.1,266.7,0.2,0.2,6.5,2.5,6.0,23.4,58920.0
2023,"Directors, religious activities and education",21-2021,Line item,155.9,159.4,0.1,0.1,3.5,2.2,0.1,15.4,50140.0
2023,"Religious workers, all other",21-2099,Line item,83.8,85.7,0.0,0.0,1.9,2.2,2.2,11.3,37960.0
2023,Legal occupations,23-0000,Summary,1394.4,1446.2,0.8,0.8,51.8,3.7,9.0,85.6,99220.0
2023,"Lawyers, judges, and related workers",23-1000,Summary,924.5,971.0,0.6,0.6,46.5,5.0,12.4,38.6,140320.0
2023,Lawyers and judicial law clerks,23-1010,Summary,874.6,919.4,0.5,0.5,44.8,5.1,13.1,36.6,142440.0
2023,Lawyers,23-1011,Line item,859.0,903.3,0.5,0.5,44.2,5.2,13.3,35.6,145760.0
2023,Judicial law clerks,23-1012,Line item,15.6,16.1,0.0,0.0,0.5,3.4,,1.0,57490.0
2023,"Judges, magistrates, and other judicial workers",23-1020,Summary,49.9,51.6,0.0,0.0,1.7,3.4,1.5,2.0,120140.0
2023,"Administrative law judges, adjudicators, and hearing officers",23-1021,Line item,15.8,16.1,0.0,0.0,0.3,2.1,,0.6,111090.0
2023,"Arbitrators, mediators, and conciliators",23-1022,Line item,8.2,8.7,0.0,0.0,0.5,6.1,9.4,0.3,71540.0
2023,"Judges, magistrate judges, and magistrates",23-1023,Line item,25.9,26.8,0.0,0.0,0.9,3.4,,1.0,148910.0
2023,Legal support workers,23-2000,Summary,469.9,475.2,0.3,0.3,5.3,1.1,2.3,47.0,60690.0
2023,Paralegals and legal assistants,23-2011,Line item,366.2,370.5,0.2,0.2,4.3,1.2,1.8,37.3,60970.0
2023,Miscellaneous legal support workers,23-2090,Summary,103.7,104.7,0.1,0.1,1.0,1.0,3.8,9.7,59380.0
2023,"Title examiners, abstractors, and searchers",23-2093,Line item,56.3,56.9,0.0,0.0,0.6,1.0,4.3,5.1,53550.0
2023,"Legal support workers, all other",23-2099,Line item,47.3,47.8,0.0,0.0,0.5,1.0,3.2,4.6,67700.0
2023,Educational instruction and library occupations,25-0000,Summary,9579.9,9731.2,5.7,5.6,151.3,1.6,1.7,868.0,59940.0
2023,Postsecondary teachers,25-1000,Summary,1721.9,1839.9,1.0,1.1,117.9,6.8,0.3,143.9,82270.0
2023,"Business teachers, postsecondary",25-1011,Line item,104.9,111.9,0.1,0.1,7.0,6.7,0.3,8.7,97130.0
2023,"Math and computer science teachers, postsecondary",25-1020,Summary,103.5,108.2,0.1,0.1,4.7,4.5,0.2,8.3,83300.0
2023,"Computer science teachers, postsecondary",25-1021,Line item,45.0,47.7,0.0,0.0,2.7,6.1,0.2,3.7,96430.0
2023,"Mathematical science teachers, postsecondary",25-1022,Line item,58.5,60.4,0.0,0.0,1.9,3.3,0.1,4.6,81020.0
2023,"Engineering and architecture teachers, postsecondary",25-1030,Summary,59.5,64.3,0.0,0.0,4.8,8.1,0.2,5.1,106860.0
2023,"Architecture teachers, postsecondary",25-1031,Line item,10.7,11.0,0.0,0.0,0.3,3.2,,0.8,105770.0
2023,"Engineering teachers, postsecondary",25-1032,Line item,48.8,53.3,0.0,0.0,4.5,9.2,0.2,4.2,106910.0
2023,"Life sciences teachers, postsecondary",25-1040,Summary,76.0,81.9,0.0,0.0,6.0,7.8,0.2,6.5,84260.0
2023,"Agricultural sciences teachers, postsecondary",25-1041,Line item,9.5,9.9,0.0,0.0,0.5,4.8,,0.8,85260.0
2023,"Biological science teachers, postsecondary",25-1042,Line item,64.9,70.3,0.0,0.0,5.4,8.4,0.2,5.6,83920.0
2023,"Forestry and conservation science teachers, postsecondary",25-1043,Line item,1.6,1.7,0.0,0.0,0.1,5.0,,0.1,101650.0
2023,"Physical sciences teachers, postsecondary",25-1050,Summary,66.6,69.0,0.0,0.0,2.4,3.6,0.2,5.3,94060.0
2023,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",25-1051,Line item,14.4,15.0,0.0,0.0,0.5,3.8,,1.1,100690.0
2023,"Chemistry teachers, postsecondary",25-1052,Line item,25.4,26.2,0.0,0.0,0.9,3.4,0.2,2.0,85810.0
2023,"Environmental science teachers, postsecondary",25-1053,Line item,9.1,9.4,0.0,0.0,0.4,3.9,,0.7,88410.0
2023,"Physics teachers, postsecondary",25-1054,Line item,17.7,18.4,0.0,0.0,0.7,3.7,,1.4,98020.0
2023,"Social sciences teachers, postsecondary",25-1060,Summary,149.9,155.8,0.1,0.1,5.9,3.9,0.2,11.9,84600.0
2023,"Anthropology and archeology teachers, postsecondary",25-1061,Line item,6.3,6.5,0.0,0.0,0.2,3.8,,0.5,93650.0
2023,"Area, ethnic, and cultural studies teachers, postsecondary",25-1062,Line item,14.7,15.3,0.0,0.0,0.5,3.6,,1.2,86030.0
2023,"Economics teachers, postsecondary",25-1063,Line item,15.5,16.0,0.0,0.0,0.5,3.5,,1.2,115300.0
2023,"Geography teachers, postsecondary",25-1064,Line item,4.3,4.5,0.0,0.0,0.2,4.3,,0.3,85600.0
2023,"Political science teachers, postsecondary",25-1065,Line item,21.7,22.4,0.0,0.0,0.7,3.3,0.3,1.7,93810.0
2023,"Psychology teachers, postsecondary",25-1066,Line item,51.1,53.6,0.0,0.0,2.6,5.0,0.3,4.1,82140.0
2023,"Sociology teachers, postsecondary",25-1067,Line item,16.1,16.6,0.0,0.0,0.5,3.4,,1.3,82670.0
2023,"Social sciences teachers, postsecondary, all other",25-1069,Line item,20.3,20.8,0.0,0.0,0.6,2.7,,1.6,77750.0
2023,"Health teachers, postsecondary",25-1070,Summary,374.1,443.5,0.2,0.3,69.4,18.5,0.3,37.3,100950.0
2023,"Health specialties teachers, postsecondary",25-1071,Line item,284.2,337.5,0.2,0.2,53.3,18.8,0.3,28.4,105650.0
2023,"Nursing instructors and teachers, postsecondary",25-1072,Line item,89.9,105.9,0.1,0.1,16.1,17.9,0.3,8.9,80780.0
2023,"Education and library science teachers, postsecondary",25-1080,Summary,82.5,85.3,0.0,0.0,2.7,3.3,0.3,6.5,74550.0
2023,"Education teachers, postsecondary",25-1081,Line item,77.2,79.7,0.0,0.0,2.5,3.3,0.3,6.1,73240.0
2023,"Library science teachers, postsecondary",25-1082,Line item,5.3,5.5,0.0,0.0,0.2,4.2,,0.4,80310.0
2023,"Law, criminal justice, and social work teachers, postsecondary",25-1110,Summary,50.2,51.6,0.0,0.0,1.4,2.9,0.3,3.9,81770.0
2023,"Criminal justice and law enforcement teachers, postsecondary",25-1111,Line item,16.1,16.6,0.0,0.0,0.5,2.9,,1.3,69030.0
2023,"Law teachers, postsecondary",25-1112,Line item,19.0,19.4,0.0,0.0,0.4,2.2,0.4,1.5,127360.0
2023,"Social work teachers, postsecondary",25-1113,Line item,15.1,15.7,0.0,0.0,0.5,3.6,,1.2,75020.0
2023,"Arts, communications, history, and humanities teachers, postsecondary",25-1120,Summary,310.9,317.3,0.2,0.2,6.4,2.1,0.3,23.9,79960.0
2023,"Art, drama, and music teachers, postsecondary",25-1121,Line item,127.4,130.9,0.1,0.1,3.5,2.7,0.3,9.9,80360.0
2023,"Communications teachers, postsecondary",25-1122,Line item,35.0,36.2,0.0,0.0,1.2,3.3,0.2,2.8,79910.0
2023,"English language and literature teachers, postsecondary",25-1123,Line item,70.1,70.9,0.0,0.0,0.8,1.1,0.2,5.3,78130.0
2023,"Foreign language and literature teachers, postsecondary",25-1124,Line item,26.1,26.4,0.0,0.0,0.3,1.0,0.3,2.0,78760.0
2023,"History teachers, postsecondary",25-1125,Line item,25.8,26.0,0.0,0.0,0.2,0.9,0.2,1.9,82140.0
2023,"Philosophy and religion teachers, postsecondary",25-1126,Line item,26.4,27.0,0.0,0.0,0.5,2.0,0.4,2.0,79930.0
2023,Miscellaneous postsecondary teachers,25-1190,Summary,343.8,351.1,0.2,0.2,7.3,2.1,0.2,26.5,71800.0
2023,"Family and consumer sciences teachers, postsecondary",25-1192,Line item,3.3,3.5,0.0,0.0,0.1,4.3,,0.3,78410.0
2023,"Recreation and fitness studies teachers, postsecondary",25-1193,Line item,16.2,16.7,0.0,0.0,0.6,3.4,,1.3,75770.0
2023,"Career/technical education teachers, postsecondary",25-1194,Line item,121.8,121.9,0.1,0.1,0.1,0.1,0.4,9.0,62060.0
2023,"Postsecondary teachers, all other",25-1199,Line item,202.5,209.0,0.1,0.1,6.5,3.2,0.2,15.9,79870.0
2023,"Preschool, elementary, middle, secondary, and special education teachers",25-2000,Summary,4437.0,4434.5,2.6,2.5,-2.5,-0.1,0.4,315.4,63280.0
2023,Preschool and kindergarten teachers,25-2010,Summary,651.2,673.6,0.4,0.4,22.4,3.4,0.8,74.7,39330.0
2023,"Preschool teachers, except special education",25-2011,Line item,528.5,551.8,0.3,0.3,23.3,4.4,1.0,61.4,37130.0
2023,"Kindergarten teachers, except special education",25-2012,Line item,122.7,121.8,0.1,0.1,-0.8,-0.7,0.2,13.3,62690.0
2023,Elementary and middle school teachers,25-2020,Summary,2093.2,2077.7,1.2,1.2,-15.5,-0.7,0.4,135.4,63870.0
2023,"Elementary school teachers, except special education",25-2021,Line item,1441.0,1430.4,0.9,0.8,-10.7,-0.7,0.4,93.2,63680.0
2023,"Middle school teachers, except special and career/technical education",25-2022,Line item,640.0,635.3,0.4,0.4,-4.7,-0.7,0.5,41.4,64290.0
2023,"Career/technical education teachers, middle school",25-2023,Line item,12.2,12.1,0.0,0.0,-0.1,-0.9,,0.8,63860.0
2023,Secondary school teachers,25-2030,Summary,1161.0,1153.5,0.7,0.7,-7.6,-0.7,0.2,69.4,65210.0
2023,"Secondary school teachers, except special and career/technical education",25-2031,Line item,1071.4,1064.5,0.6,0.6,-6.9,-0.6,0.2,64.0,65220.0
2023,"Career/technical education teachers, secondary school",25-2032,Line item,89.6,88.9,0.1,0.1,-0.7,-0.8,,5.3,65130.0
2023,Special education teachers,25-2050,Summary,531.6,529.7,0.3,0.3,-1.9,-0.4,0.2,35.9,65910.0
2023,"Special education teachers, preschool",25-2051,Line item,25.7,26.1,0.0,0.0,0.4,1.6,0.8,1.8,65270.0
2023,"Special education teachers, kindergarten and elementary school",25-2052,Line item,212.7,211.2,0.1,0.1,-1.6,-0.7,0.1,14.2,64910.0
2023,"Special education teachers, middle school",25-2057,Line item,88.6,87.8,0.1,0.1,-0.8,-0.9,0.1,5.9,66600.0
2023,"Special education teachers, secondary school",25-2058,Line item,159.5,158.6,0.1,0.1,-0.9,-0.6,0.2,10.7,66620.0
2023,"Special education teachers, all other",25-2059,Line item,45.1,46.0,0.0,0.0,1.0,2.1,0.7,3.2,67190.0
2023,Other teachers and instructors,25-3000,Summary,1223.7,1250.3,0.7,0.7,26.6,2.2,10.7,160.6,41700.0
2023,"Adult basic education, adult secondary education, and english as a second language instructors",25-3011,Line item,41.7,36.4,0.0,0.0,-5.3,-12.7,5.9,4.1,60560.0
2023,Self-enrichment teachers,25-3021,Line item,370.1,382.8,0.2,0.2,12.7,3.4,18.4,46.1,45330.0
2023,"Substitute teachers, short-term",25-3031,Line item,473.3,489.2,0.3,0.3,15.9,3.4,5.2,58.9,37380.0
2023,Tutors,25-3041,Line item,195.1,196.4,0.1,0.1,1.3,0.7,11.3,34.0,39580.0
2023,"Teachers and instructors, all other",25-3099,Line item,143.5,145.5,0.1,0.1,1.9,1.4,9.5,17.4,64390.0
2023,"Librarians, curators, and archivists",25-4000,Summary,261.2,264.8,0.2,0.2,3.6,1.4,0.9,31.1,55460.0
2023,"Archivists, curators, and museum technicians",25-4010,Summary,37.5,41.5,0.0,0.0,4.0,10.7,6.1,4.7,57120.0
2023,Archivists,25-4011,Line item,8.8,9.5,0.0,0.0,0.7,8.0,5.3,1.1,59910.0
2023,Curators,25-4012,Line item,14.2,16.0,0.0,0.0,1.7,12.2,6.6,1.8,61750.0
2023,Museum technicians and conservators,25-4013,Line item,14.4,16.0,0.0,0.0,1.6,10.7,6.0,1.8,48670.0
2023,Librarians and media collections specialists,25-4022,Line item,142.2,146.4,0.1,0.1,4.2,2.9,,13.3,64370.0
2023,Library technicians,25-4031,Line item,81.5,77.0,0.0,0.0,-4.6,-5.6,,13.2,39310.0
2023,Other educational instruction and library occupations,25-9000,Summary,1936.1,1941.8,1.2,1.1,5.7,0.3,0.6,217.0,37330.0
2023,Farm and home management educators,25-9021,Line item,9.8,9.7,0.0,0.0,-0.2,-1.7,,0.8,59770.0
2023,Instructional coordinators,25-9031,Line item,225.2,229.3,0.1,0.1,4.1,1.8,2.0,20.1,74620.0
2023,Teaching assistants,25-9040,Summary,1573.8,1573.0,0.9,0.9,-0.8,0.0,0.3,184.7,35930.0
2023,"Teaching assistants, postsecondary",25-9044,Line item,184.6,192.1,0.1,0.1,7.4,4.0,0.3,22.9,43750.0
2023,"Teaching assistants, except postsecondary",25-9045,Line item,1389.2,1381.0,0.8,0.8,-8.2,-0.6,0.3,161.9,35550.0
2023,"Educational instruction and library workers, all other",25-9099,Line item,127.2,129.7,0.1,0.1,2.5,2.0,1.6,11.4,49800.0
2023,"Arts, design, entertainment, sports, and media occupations",27-0000,Summary,3073.1,3203.2,1.8,1.8,130.1,4.2,26.0,306.3,58920.0
2023,Art and design workers,27-1000,Summary,959.2,988.4,0.6,0.6,29.2,3.0,28.7,87.9,51660.0
2023,Artists and related workers,27-1010,Summary,253.9,265.5,0.2,0.2,11.6,4.6,58.3,23.3,96130.0
2023,Art directors,27-1011,Line item,126.6,133.2,0.1,0.1,6.6,5.2,58.9,11.7,106500.0
2023,Craft artists,27-1012,Line item,14.3,14.6,0.0,0.0,0.3,2.2,59.8,1.3,36600.0
2023,"Fine artists, including painters, sculptors, and illustrators",27-1013,Line item,26.3,27.4,0.0,0.0,1.1,4.0,59.1,2.4,59300.0
2023,Special effects artists and animators,27-1014,Line item,73.3,76.4,0.0,0.0,3.2,4.3,59.5,6.7,99060.0
2023,"Artists and related workers, all other",27-1019,Line item,13.4,13.8,0.0,0.0,0.4,3.3,41.7,1.2,74750.0
2023,Designers,27-1020,Summary,705.3,722.9,0.4,0.4,17.6,2.5,18.1,64.6,47670.0
2023,Commercial and industrial designers,27-1021,Line item,34.0,35.1,0.0,0.0,1.1,3.1,9.6,2.3,76250.0
2023,Fashion designers,27-1022,Line item,21.9,22.9,0.0,0.0,1.0,4.7,9.2,2.1,79290.0
2023,Floral designers,27-1023,Line item,53.7,48.1,0.0,0.0,-5.6,-10.4,18.1,5.6,34690.0
2023,Graphic designers,27-1024,Line item,267.2,273.8,0.2,0.2,6.6,2.5,18.2,21.1,58910.0
2023,Interior designers,27-1025,Line item,92.2,95.9,0.1,0.1,3.7,4.0,27.0,8.8,62510.0
2023,Merchandise displayers and window trimmers,27-1026,Line item,176.4,184.7,0.1,0.1,8.4,4.8,,19.8,36230.0
2023,Set and exhibit designers,27-1027,Line item,29.6,31.1,0.0,0.0,1.5,5.1,63.8,2.4,59490.0
2023,"Designers, all other",27-1029,Line item,30.4,31.3,0.0,0.0,0.9,3.0,66.1,2.4,67500.0
2023,"Entertainers and performers, sports and related workers",27-2000,Summary,896.1,955.0,0.5,0.5,58.9,6.6,24.8,108.9,53360.0
2023,"Actors, producers, and directors",27-2010,Summary,244.0,261.0,0.1,0.1,17.0,7.0,10.1,22.6,76000.0
2023,Actors,27-2011,Line item,76.0,79.5,0.0,0.0,3.5,4.5,17.1,8.6,
2023,Producers and directors,27-2012,Line item,167.9,181.5,0.1,0.1,13.5,8.0,6.9,13.9,82510.0
2023,"Athletes, coaches, umpires, and related workers",27-2020,Summary,355.2,387.3,0.2,0.2,32.1,9.0,15.3,50.7,45860.0
2023,Athletes and sports competitors,27-2021,Line item,25.1,27.8,0.0,0.0,2.8,11.1,24.8,3.4,70280.0
2023,Coaches and scouts,27-2022,Line item,307.1,334.0,0.2,0.2,26.9,8.8,13.4,41.8,45910.0
2023,"Umpires, referees, and other sports officials",27-2023,Line item,23.1,25.5,0.0,0.0,2.4,10.4,30.4,5.5,35820.0
2023,Dancers and choreographers,27-2030,Summary,20.6,21.9,0.0,0.0,1.3,6.3,22.0,3.4,51900.0
2023,Dancers,27-2031,Line item,15.2,16.2,0.0,0.0,1.0,6.7,22.1,2.5,
2023,Choreographers,27-2032,Line item,5.4,5.7,0.0,0.0,0.3,5.3,21.5,0.9,52000.0
2023,"Musicians, singers, and related workers",27-2040,Summary,219.6,224.4,0.1,0.1,4.9,2.2,47.9,25.5,
2023,Music directors and composers,27-2041,Line item,50.3,51.6,0.0,0.0,1.4,2.7,32.0,5.1,62590.0
2023,Musicians and singers,27-2042,Line item,169.3,172.8,0.1,0.1,3.5,2.1,52.6,20.4,
2023,"Miscellaneous entertainers and performers, sports and related workers",27-2090,Summary,56.7,60.4,0.0,0.0,3.7,6.5,60.0,6.7,
2023,"Disc jockeys, except radio",27-2091,Line item,21.0,22.1,0.0,0.0,1.1,5.1,65.6,2.0,
2023,"Entertainers and performers, sports and related workers, all other",27-2099,Line item,35.7,38.3,0.0,0.0,2.6,7.3,56.7,4.7,
2023,Media and communication workers,27-3000,Summary,821.9,850.5,0.5,0.5,28.6,3.5,19.3,74.7,66320.0
2023,Broadcast announcers and radio disc jockeys,27-3011,Line item,26.5,25.4,0.0,0.0,-1.1,-4.0,3.7,2.8,44890.0
2023,"News analysts, reporters, and journalists",27-3023,Line item,49.8,48.4,0.0,0.0,-1.4,-2.7,11.3,4.5,57500.0
2023,Public relations specialists,27-3031,Line item,308.0,327.2,0.2,0.2,19.2,6.2,1.1,27.1,66750.0
2023,Writers and editors,27-3040,Summary,315.0,322.4,0.2,0.2,7.4,2.4,36.7,28.5,76020.0
2023,Editors,27-3041,Line item,114.2,111.9,0.1,0.1,-2.3,-2.0,13.6,9.3,75020.0
2023,Technical writers,27-3042,Line item,50.1,52.1,0.0,0.0,2.0,4.0,2.0,4.1,80050.0
2023,Writers and authors,27-3043,Line item,150.7,158.4,0.1,0.1,7.7,5.1,65.9,15.1,73690.0
2023,Miscellaneous media and communication workers,27-3090,Summary,122.8,127.1,0.1,0.1,4.3,3.5,26.4,11.7,60440.0
2023,Interpreters and translators,27-3091,Line item,78.3,80.1,0.0,0.0,1.8,2.3,32.3,7.5,57090.0
2023,Court reporters and simultaneous captioners,27-3092,Line item,17.5,17.9,0.0,0.0,0.3,1.8,26.4,1.6,63940.0
2023,"Media and communication workers, all other",27-3099,Line item,27.0,29.1,0.0,0.0,2.2,8.0,9.4,2.6,61900.0
2023,Media and communication equipment workers,27-4000,Summary,395.9,409.3,0.2,0.2,13.5,3.4,36.3,34.8,53850.0
2023,"Broadcast, sound, and lighting technicians",27-4010,Summary,146.1,150.4,0.1,0.1,4.2,2.9,10.5,12.9,54160.0
2023,Audio and video technicians,27-4011,Line item,87.3,91.9,0.1,0.1,4.6,5.3,9.7,8.0,51640.0
2023,Broadcast technicians,27-4012,Line item,30.0,30.0,0.0,0.0,0.0,0.1,11.7,2.5,57690.0
2023,Sound engineering technicians,27-4014,Line item,18.0,17.9,0.0,0.0,-0.1,-0.5,11.1,1.5,59430.0
2023,Lighting technicians,27-4015,Line item,10.8,10.5,0.0,0.0,-0.3,-3.0,12.0,0.9,62240.0
2023,Photographers,27-4021,Line item,151.1,156.9,0.1,0.1,5.8,3.9,65.1,13.7,40760.0
2023,"Television, video, and film camera operators and editors",27-4030,Summary,85.4,88.3,0.1,0.1,2.9,3.4,34.4,7.1,65070.0
2023,"Camera operators, television, video, and film",27-4031,Line item,38.2,38.9,0.0,0.0,0.7,1.9,34.0,3.1,61800.0
2023,Film and video editors,27-4032,Line item,47.2,49.4,0.0,0.0,2.2,4.7,34.7,4.0,66600.0
2023,"Media and communication equipment workers, all other",27-4099,Line item,13.3,13.7,0.0,0.0,0.5,3.4,6.9,1.2,71340.0
2023,Healthcare practitioners and technical occupations,29-0000,Summary,9781.6,10623.3,5.8,6.1,841.7,8.6,2.3,640.9,80820.0
2023,Healthcare diagnosing or treating practitioners,29-1000,Summary,6539.5,7151.3,3.9,4.1,611.8,9.4,3.0,371.1,98760.0
2023,Chiropractors,29-1011,Line item,61.2,67.3,0.0,0.0,6.1,9.9,31.6,3.1,76530.0
2023,Dentists,29-1020,Summary,160.6,167.9,0.1,0.1,7.3,4.6,12.9,4.9,170910.0
2023,"Dentists, general",29-1021,Line item,141.0,147.7,0.1,0.1,6.7,4.8,13.1,4.3,166300.0
2023,Oral and maxillofacial surgeons,29-1022,Line item,4.8,5.0,0.0,0.0,0.2,3.3,13.1,0.1,
2023,Orthodontists,29-1023,Line item,7.4,7.7,0.0,0.0,0.3,3.7,13.3,0.2,
2023,Prosthodontists,29-1024,Line item,0.7,0.7,0.0,0.0,0.0,3.5,13.3,0.0,234000.0
2023,"Dentists, all other specialists",29-1029,Line item,6.7,6.9,0.0,0.0,0.2,2.3,8.4,0.2,227690.0
2023,Dietitians and nutritionists,29-1031,Line item,81.3,87.3,0.0,0.1,6.0,7.4,5.0,6.1,69680.0
2023,Optometrists,29-1041,Line item,49.3,53.6,0.0,0.0,4.3,8.7,15.6,2.2,131860.0
2023,Pharmacists,29-1051,Line item,337.7,355.9,0.2,0.2,18.3,5.4,0.3,14.2,136030.0
2023,Physician assistants,29-1071,Line item,153.4,197.1,0.1,0.1,43.7,28.5,2.0,12.9,130020.0
2023,Podiatrists,29-1081,Line item,9.7,9.8,0.0,0.0,0.1,1.4,,0.3,141650.0
2023,Therapists,29-1120,Summary,822.8,935.7,0.5,0.5,112.9,13.7,6.9,52.4,90400.0
2023,Occupational therapists,29-1122,Line item,150.5,167.3,0.1,0.1,16.8,11.1,0.7,9.8,96370.0
2023,Physical therapists,29-1123,Line item,259.2,296.0,0.2,0.2,36.8,14.2,4.1,13.6,99710.0
2023,Radiation therapists,29-1124,Line item,17.2,17.7,0.0,0.0,0.5,3.1,,0.8,98300.0
2023,Recreational therapists,29-1125,Line item,16.6,17.3,0.0,0.0,0.7,4.3,,1.4,57120.0
2023,Respiratory therapists,29-1126,Line item,133.9,151.4,0.1,0.1,17.5,13.1,,8.2,77960.0
2023,Speech-language pathologists,29-1127,Line item,180.8,214.1,0.1,0.1,33.3,18.4,3.2,13.7,89290.0
2023,Exercise physiologists,29-1128,Line item,21.5,23.7,0.0,0.0,2.2,10.4,61.3,1.6,54860.0
2023,"Therapists, all other",29-1129,Line item,43.2,48.3,0.0,0.0,5.1,11.8,60.5,3.3,63650.0
2023,Veterinarians,29-1131,Line item,88.2,105.0,0.1,0.1,16.8,19.1,10.0,4.3,119100.0
2023,Registered nurses,29-1141,Line item,3300.1,3497.3,2.0,2.0,197.2,6.0,0.5,194.5,86070.0
2023,Nurse anesthetists,29-1151,Line item,49.9,55.1,0.0,0.0,5.2,10.4,1.3,2.4,212650.0
2023,Nurse midwives,29-1161,Line item,7.2,7.7,0.0,0.0,0.5,7.1,1.1,0.4,129650.0
2023,Nurse practitioners,29-1171,Line item,292.5,427.9,0.2,0.2,135.5,46.3,1.1,29.0,126260.0
2023,Audiologists,29-1181,Line item,14.4,16.0,0.0,0.0,1.6,10.9,1.5,0.8,87740.0
2023,Physicians,29-1210,Summary,776.5,808.5,0.5,0.5,32.0,4.1,3.9,22.1,
2023,Anesthesiologists,29-1211,Line item,36.1,37.6,0.0,0.0,1.5,4.0,4.3,1.0,
2023,Cardiologists,29-1212,Line item,16.4,17.2,0.0,0.0,0.8,5.0,4.3,0.5,
2023,Dermatologists,29-1213,Line item,13.0,13.9,0.0,0.0,0.9,7.1,4.5,0.4,
2023,Emergency medicine physicians,29-1214,Line item,37.6,39.0,0.0,0.0,1.3,3.5,4.2,1.0,
